p1, p2, p3, p4, p5, p6, p7, p8, p9, p10, p11, p12, p13, p14, p15, p16, p17, p18, p19, p20, label 
8.012129,7.851992,8.279788,7.666891,6.646070,6.729729,7.334973,5.653104,7.347951,5.505696,2.575670,3.882469,2.472500,1.926709,1.330375,2.373280,3.479905,1.199399,2.015024,1.352746,zero 
8.319350,6.563380,7.681208,7.326061,6.711364,6.826530,6.790308,6.352655,7.915952,6.647783,3.630195,4.444145,2.841673,2.668391,2.491135,2.696914,4.471184,1.477111,2.548272,2.043137,zero 
8.205608,5.280455,5.937855,7.397883,6.836314,6.743453,6.058532,5.884065,6.748521,5.921827,3.078297,3.815081,2.347139,1.939633,1.894521,2.452623,3.785960,1.988105,2.258944,2.791189,zero 
7.768813,6.320262,7.200210,7.566385,6.116624,6.206798,6.885700,4.856886,6.886011,5.844973,3.061211,3.635938,2.833832,2.453399,2.286150,2.985098,4.088600,1.066297,2.375701,1.497204,zero 
8.201699,7.099691,8.664222,8.885236,7.833864,7.869420,8.023069,7.863969,8.506351,8.106027,3.631653,6.477494,3.887477,3.388864,3.296675,3.642992,4.589290,2.111406,3.216984,2.783153,zero 
7.875345,7.459541,7.714923,7.423304,6.954761,6.964845,6.978395,5.041740,7.488954,6.126119,3.356475,4.704888,2.961833,2.130594,2.659220,2.903710,5.022702,1.081620,2.516600,2.135546,zero 
8.392075,5.753944,6.384081,6.431186,6.002877,6.094255,6.513020,5.193433,6.688219,5.601033,2.440807,2.712999,1.768495,1.758582,1.579117,2.646652,3.528440,1.248760,1.728287,1.825863,zero 
8.324531,7.166931,7.623202,7.383656,6.643690,6.611861,6.781699,5.040039,7.534403,5.878679,3.240547,4.047423,2.884253,2.430600,2.374472,3.093520,4.906595,1.311670,2.377565,2.176569,zero 
7.782221,7.082520,8.206116,7.947861,7.294078,7.111836,7.080816,6.538268,8.089275,6.864545,3.903980,5.848362,3.581244,2.850344,3.496961,3.730241,5.347546,1.539806,3.379945,3.313618,zero 
7.873504,7.363284,7.612454,7.698931,6.573547,6.713274,7.013766,4.791919,7.252541,5.882140,3.457403,4.565261,2.974606,2.290819,2.699117,3.313595,4.959772,0.973460,2.592357,2.074730,zero 
7.991078,5.891674,7.997807,7.503421,7.084634,6.879050,6.973538,7.366901,7.888702,7.383186,2.796373,5.850961,3.477679,2.864547,2.647389,3.219887,3.926505,1.821805,3.052581,2.549028,zero 
6.959560,6.469193,8.045153,7.755209,6.507554,6.126289,6.970559,6.015968,7.515399,6.486641,2.846829,5.229135,3.006359,2.480537,2.398213,3.025858,4.062060,1.154514,2.583530,1.497917,zero 
8.095779,5.865824,7.621991,7.556525,7.149848,6.690418,7.351282,7.515471,7.000576,6.470014,2.889112,4.443272,2.585190,2.102279,2.063497,2.139970,3.185587,3.012102,1.698658,2.787352,zero 
8.203779,7.614101,7.795509,8.124961,7.713229,7.274365,7.537452,7.420236,6.684464,6.708725,4.175115,4.988202,2.767914,2.018586,2.142100,2.918546,4.996591,2.884395,1.357298,2.929978,zero 
8.504012,7.769981,7.071851,7.750151,8.324996,7.476785,7.761636,7.737912,6.223637,7.825749,2.294599,3.012591,1.781582,1.573525,2.472605,2.591908,3.862843,3.395319,1.352804,2.750432,zero 
8.736642,8.183669,7.511089,7.818806,8.752298,7.649329,8.192165,8.199500,6.736444,8.146824,2.943266,2.655636,1.909214,1.967388,3.220999,2.516508,3.784623,4.323576,1.661075,3.952486,zero 
7.881153,6.671915,6.832990,7.078307,6.781006,5.855960,6.803544,6.886681,5.332585,6.211857,3.043426,3.229589,2.493610,1.894606,2.299529,2.723522,3.434942,3.011078,1.154477,2.809582,zero 
7.882999,5.018198,6.555624,6.327781,6.202891,5.351875,6.039714,5.790268,5.736940,5.320020,3.198663,2.981836,2.485859,2.347091,2.135345,2.765432,3.762219,2.277785,1.468225,2.320127,zero 
8.370079,7.305672,7.404728,7.378943,6.959560,7.408650,7.242396,7.634437,7.596740,6.851520,3.309091,5.531307,2.753181,2.205414,3.391573,2.974929,4.999089,4.447404,2.078694,4.060006,zero 
8.049454,6.802594,6.711846,6.554468,7.143578,6.247125,7.138807,7.152093,4.996056,6.529743,2.929644,2.927650,2.035826,1.638320,2.226933,2.309761,3.411019,2.902761,1.036855,2.653703,zero 
8.073297,6.273275,6.649664,6.291944,7.654441,6.396273,7.236127,6.935790,5.892161,6.764494,2.668830,2.203301,1.971644,1.709070,2.102672,2.433673,3.625932,2.628632,1.224839,2.402094,zero 
8.390673,4.891788,6.844153,6.878625,7.395167,6.232354,7.076414,6.703577,6.089303,6.876819,2.646576,1.905725,2.079937,1.992833,2.033611,2.374921,2.515515,2.754760,1.258920,2.760698,zero 
8.024592,7.040249,7.311739,6.714410,7.675651,6.269602,7.520875,7.362026,5.534726,6.692326,2.925465,2.751720,1.943946,1.663907,1.865752,2.250547,3.388436,2.624863,1.033732,2.090486,zero 
8.297140,6.878426,7.881837,8.615823,7.913752,7.897386,7.047527,8.672328,7.813704,7.227125,3.261094,5.371943,2.245443,2.351197,3.107974,2.637791,2.412470,4.025099,2.692906,3.985396,zero 
7.843045,7.074248,6.641594,7.201587,6.967400,6.085139,6.288769,6.634047,5.554851,6.228251,2.603700,2.589598,1.986054,1.713416,2.097585,2.427602,2.615175,3.362052,1.251566,2.787470,zero 
8.186774,8.223858,7.483678,8.344226,8.328846,7.767326,7.564629,8.559786,6.567694,7.806129,2.725715,4.808548,2.782259,2.341097,2.730418,3.012243,3.884142,3.390576,1.705612,3.088119,zero 
8.061693,6.946887,7.099619,7.734844,7.242158,6.945078,6.974907,7.286477,6.832323,6.652566,4.259948,5.254712,3.331937,2.550278,2.626804,3.021892,5.083664,2.889119,1.630968,3.184019,zero 
8.378378,9.153355,8.032195,8.061615,8.405969,7.723763,8.266947,8.833448,6.677790,7.960844,2.900894,4.902349,2.196915,1.704850,2.768533,2.631270,3.735467,3.387893,1.384727,2.903992,zero 
7.899277,5.448517,6.283114,6.575375,7.113075,6.026653,6.423682,6.311130,5.673056,6.496494,3.093644,2.554222,2.353648,2.073441,2.027712,2.655005,3.282622,3.057740,0.864901,2.458358,zero 
7.706615,6.913193,7.214096,6.888042,7.034650,6.507569,7.278268,7.442669,6.415881,6.714147,3.538031,5.125514,2.596598,1.983730,3.190232,2.716889,4.313275,3.944427,1.369993,3.491486,zero 
8.211226,8.037939,7.540194,8.732385,8.259205,7.928679,7.913163,8.214105,7.089968,8.228884,3.240690,5.037500,2.699862,1.983189,2.468835,2.871921,4.341637,3.739079,1.564163,2.820034,zero 
8.426846,6.733847,6.815972,6.273240,7.517234,6.434893,6.889594,7.441184,5.688041,6.935221,2.659901,2.620594,1.754523,1.635199,2.324830,2.221144,2.760168,2.989838,1.315627,2.730580,zero 
7.851591,7.378539,7.322135,7.846647,7.080876,6.422101,6.996061,7.461947,5.439813,6.393847,3.101082,3.421762,2.218593,1.726840,2.204873,2.492273,3.112025,2.878476,1.292159,2.926655,zero 
8.322063,7.682665,7.946800,8.369802,8.392508,7.365174,7.858606,7.956317,6.949141,7.435997,3.449780,4.676303,2.972802,2.946739,2.604848,2.811306,4.285040,4.098889,1.630516,4.140779,zero 
8.920829,6.713498,7.210840,6.598081,8.050575,6.920089,6.721529,7.094844,6.576213,7.054204,1.815097,2.452277,1.569500,1.511956,1.878748,1.777890,2.291695,2.717447,1.094607,2.464811,zero 
8.134611,5.320813,6.444216,6.499522,6.865441,6.295454,6.498130,6.563630,5.691358,6.184594,2.857743,2.849118,2.223667,2.100686,2.780242,2.422849,2.471748,3.398940,1.270891,3.135342,zero 
8.108793,5.402360,6.580444,6.394615,7.295322,6.459150,6.830213,6.647599,5.997020,6.321345,3.074918,3.537054,2.790301,2.616284,2.990965,2.693868,3.566307,3.284690,1.703504,3.327272,zero 
8.183655,7.282211,7.181096,7.460025,7.669083,6.889481,7.672655,7.409676,5.785622,7.146567,2.854997,3.051653,2.002460,1.871009,2.718153,2.292959,3.533980,3.583738,1.404813,3.004462,zero 
8.164938,9.101612,8.119599,8.339248,8.238691,7.251172,8.088983,8.237998,6.125583,7.651238,2.826357,3.920864,2.315271,1.843856,2.293701,2.826488,3.771352,3.536603,1.405067,2.920647,zero 
9.027865,8.223737,7.847731,7.652506,7.585339,7.305364,7.407473,7.468262,6.681977,7.001309,2.663791,4.495486,2.451809,2.025950,2.464420,2.971627,4.171605,2.679017,1.538338,2.359220,zero 
8.733647,7.548144,7.356294,6.858721,8.574023,7.218934,8.211494,8.167857,5.920173,7.753779,2.890540,2.263850,2.225337,1.875590,2.577334,2.377338,3.629736,3.551145,1.457671,2.888027,zero 
7.902877,6.474912,6.734355,6.686637,7.234594,6.467441,6.992606,7.308153,5.547079,6.692508,3.157768,3.150329,2.814430,2.349631,2.758720,1.821898,3.243595,3.585668,1.182265,3.381517,zero 
8.113819,5.967259,6.780896,6.851118,7.215133,6.451229,7.207613,6.931654,5.594538,6.413137,2.996886,3.071073,2.555800,2.069165,2.530472,2.186243,3.259767,3.421942,1.046252,3.248039,zero 
7.791887,5.740533,6.470573,6.381255,6.984794,6.008059,6.566894,6.733892,5.561388,6.379975,2.898084,2.378403,2.466577,2.215900,2.665592,2.144911,3.283931,3.567276,1.210587,3.113519,zero 
8.575505,7.470598,8.231408,8.057302,8.295879,8.097573,7.978507,8.340187,7.433371,7.766366,4.209773,5.816295,3.675558,3.373861,3.064189,2.028361,4.393207,3.953565,1.725316,3.779601,zero 
8.327337,7.322660,7.480528,6.294239,7.650615,6.719288,7.615307,7.487907,6.205256,6.967619,3.094916,4.129716,2.232030,2.016996,2.648418,2.612890,4.105933,3.089367,1.328351,3.040687,zero 
7.055651,4.479892,6.507782,6.169005,6.229120,5.522614,6.569536,6.244680,6.294377,6.030849,3.210335,3.990990,2.777592,2.814236,2.909423,2.802432,2.921447,3.859642,2.537621,3.570640,zero 
7.675169,6.651991,6.747718,6.465897,7.168801,6.535324,7.204579,7.266865,6.061037,6.978216,3.213299,3.426775,2.473026,2.165355,3.166760,1.733967,2.720368,4.139994,1.308424,3.736063,zero 
7.664205,6.376096,7.013462,6.440591,7.210932,6.336850,7.090972,6.835571,5.586007,6.332938,3.233950,3.172589,2.305465,2.074709,2.510502,1.938158,3.523623,3.252081,1.334985,3.184092,zero 
8.507290,5.864429,6.990736,6.248120,7.148553,6.566261,7.017698,6.595726,6.882482,6.339261,3.501123,3.536480,2.071988,2.240683,2.452196,2.423076,3.554821,3.321502,1.922437,3.913435,zero 
8.301482,8.064089,7.705002,7.573303,7.908524,6.833194,8.029746,7.929303,5.484413,7.138743,2.887909,3.319082,2.308871,1.819006,2.371934,2.171646,3.550604,3.178149,1.269604,2.864119,zero 
8.285657,7.420257,6.870354,7.725884,7.611897,7.237654,6.837588,7.498045,6.389171,7.471253,3.721422,4.065404,2.706004,2.381958,2.867770,2.677812,4.087799,4.045427,1.442069,3.485229,zero 
8.615984,9.528124,9.203627,8.640516,9.193058,9.203721,9.361134,9.877585,8.950143,9.130103,2.860850,6.587064,2.216423,2.157442,4.153983,2.369212,3.955885,5.207153,1.941019,4.726616,zero 
7.720105,5.254125,6.115869,5.801984,5.819510,5.692287,6.274719,6.189413,6.144781,5.891561,3.306242,4.130531,2.908524,2.493691,3.090870,2.628519,3.818236,3.549055,1.792097,3.169435,zero 
7.593191,6.152903,6.381786,6.841302,6.925385,6.469747,6.517468,6.772878,5.818663,6.527240,3.553398,4.141030,3.077897,2.969358,3.112536,2.893336,3.699329,3.777589,1.331250,3.312617,zero 
8.090282,6.679612,6.602987,6.361754,7.259338,6.252716,6.925540,6.906881,5.287028,6.600613,2.488650,2.367875,1.918721,1.827840,2.556231,2.632296,2.978617,3.464219,1.175222,3.014187,zero 
8.391800,7.893381,7.973549,8.409458,8.603980,7.845380,8.223576,8.884019,7.392676,8.259132,3.130857,4.345242,2.501569,2.549892,2.964698,2.540885,4.054077,4.390056,1.516720,3.774680,zero 
7.551344,6.751183,7.054649,6.426128,7.174865,6.086884,7.387660,6.922136,6.347389,6.658710,2.806470,2.946906,1.931032,1.691997,3.037024,1.961198,2.489702,4.407392,1.209809,3.796063,zero 
7.969614,5.317452,6.643877,6.078499,6.865488,5.731441,6.382460,6.231896,6.401850,6.067371,3.426942,1.957203,2.536026,2.432704,2.124922,2.378096,3.146636,2.963430,1.427982,2.666408,zero 
10.857408,10.592946,10.494121,10.413297,10.460385,10.563323,9.350557,10.247101,10.192308,10.019230,3.658708,6.954376,2.476949,2.781638,2.851856,3.158286,4.845087,4.426694,2.009761,3.684030,zero 
7.722400,5.632750,6.381583,6.312046,6.749758,6.064547,6.293089,6.982678,5.536406,6.664916,3.072447,3.012943,2.484709,2.342264,2.663467,2.024722,2.365075,3.501362,1.674395,2.847976,zero 
9.133652,8.141931,7.349546,7.478581,8.382659,7.546670,7.517604,7.991420,6.068927,7.403987,2.169375,3.125204,2.117149,1.903879,2.371197,2.150499,2.738341,3.987611,1.343706,3.505345,zero 
8.025275,5.619786,6.322520,6.345205,6.658410,5.927295,6.205054,6.510155,5.939571,6.306518,2.864737,2.536411,2.141094,2.285263,2.655278,2.137410,2.181088,3.660506,1.370942,3.260289,zero 
7.966725,5.996340,7.146492,6.595418,7.331645,6.142818,6.885398,6.799101,6.113389,6.216922,3.694644,3.272223,2.886364,2.569251,2.697799,2.337748,4.039472,2.868801,1.438648,3.086556,zero 
7.831639,5.442182,6.304090,6.358369,6.071978,5.687324,6.332886,6.438591,5.957812,5.898396,2.845128,2.951105,2.697791,2.347853,2.879135,2.360438,2.275604,3.364813,1.417678,3.211211,zero 
8.334787,7.435403,7.004392,7.560963,7.250105,6.426703,6.728799,7.142009,5.947487,6.942235,2.908141,2.931358,2.592669,2.089091,1.888021,3.057509,3.853039,2.803807,1.371678,2.699834,zero 
8.413100,9.461473,7.884761,7.463927,8.880848,8.092738,8.242972,9.298716,7.115934,8.480361,2.818248,4.511541,2.000745,1.688221,2.794319,2.257610,3.107653,3.862683,1.697768,3.254806,zero 
8.827948,7.841452,8.078547,8.700892,8.660575,8.081340,8.071369,8.557672,7.627450,7.801340,3.711962,4.116122,3.109966,3.081626,3.206891,2.600506,4.772023,4.276573,1.867180,4.764153,zero 
9.798171,7.288668,8.984337,8.441145,8.909330,8.731757,8.667789,9.151087,8.849239,8.461859,3.471683,6.627171,2.185576,2.136919,3.164964,2.302536,3.501318,4.749940,2.147283,4.661545,zero 
9.083602,6.772174,7.039132,7.047469,7.382341,7.122228,6.927232,6.759408,5.966858,6.704364,2.514965,3.718884,2.192695,1.699115,2.016928,2.546147,3.944916,2.557112,1.425840,2.497664,zero 
7.273150,7.058108,7.246904,6.408747,7.111028,6.200215,6.905651,7.416359,6.410026,6.861425,2.297075,4.407611,2.507242,1.866646,3.355870,2.563552,2.531496,4.277423,2.242599,3.897475,zero 
8.538276,7.865280,7.246386,6.992808,7.509833,7.060612,7.386622,7.659392,6.405330,7.253485,2.429597,3.158668,1.898134,1.740253,2.937630,2.457859,2.976052,4.306320,1.399013,3.845205,zero 
8.347399,7.356791,7.168552,6.810834,7.753890,6.588981,7.450881,7.416860,5.404350,6.927339,2.331112,2.539796,2.032899,1.631409,2.091997,2.274874,3.473559,3.059398,1.160637,2.679502,zero 
8.035404,5.688522,7.103270,6.258181,7.378445,6.355360,7.119076,7.371619,6.753283,6.948523,3.396377,4.298970,2.763592,2.398137,2.540063,2.575643,3.565553,3.100084,1.523034,2.897745,zero 
9.224382,8.343865,8.261188,7.049976,8.605375,7.594672,7.758604,8.231502,7.093497,7.761179,2.784889,3.595312,2.161744,1.935045,2.595531,2.276105,3.805230,3.003332,1.620378,2.818430,zero 
8.517368,7.109657,6.985103,6.230417,7.642704,6.516695,6.908636,7.450828,6.271446,6.926094,2.673657,2.507738,1.836032,1.621719,2.545440,2.239150,2.863049,3.674655,1.208814,3.128274,zero 
7.899272,8.444308,8.040554,8.613892,7.665797,8.010394,8.282268,7.795778,7.704250,7.088907,2.976584,5.702121,2.404031,2.231528,3.319446,2.659684,4.253003,4.084584,2.110782,3.843064,zero 
8.710864,7.022294,7.159745,7.219503,8.217622,7.364025,8.330224,7.642580,6.308045,7.496617,2.412700,2.036594,2.026132,1.823440,2.218461,1.862668,2.982123,3.151036,1.230033,2.779624,zero 
7.847942,6.077922,6.589059,5.780341,6.502055,5.638945,6.806523,6.577059,5.857066,6.165511,3.081831,3.155760,2.388273,2.063436,2.629361,2.471932,2.613559,3.313501,1.195065,3.032938,zero 
7.883657,5.724118,6.408656,6.252828,6.503733,5.806049,6.453145,6.683473,6.112814,6.292285,3.435800,3.658442,2.507327,1.990348,2.601199,2.716233,4.173284,3.153378,1.321220,3.091777,zero 
7.920306,7.739131,8.058302,7.754050,8.170034,8.036557,9.039707,8.694631,8.041593,8.341455,3.943440,6.606372,3.320412,2.888497,3.977888,2.546878,3.672059,5.167039,2.076482,4.652458,zero 
8.641287,7.985657,7.777225,7.392201,8.558910,7.176528,8.030348,8.249880,5.751071,7.757818,2.357755,3.318800,2.238171,1.734075,2.139217,2.135806,3.523561,3.023178,1.233033,2.394461,zero 
7.360168,6.212615,6.459125,6.089786,5.913446,5.433552,6.398175,6.563947,5.772741,5.361790,2.867440,4.666861,2.594367,2.413973,3.047810,3.027988,3.211997,3.431972,1.832921,3.225878,zero 
8.513701,5.762126,7.551152,7.705946,7.926911,6.948047,7.097281,7.290737,7.416485,7.159673,3.447697,5.163220,3.382110,3.325945,3.170808,3.520176,5.072216,3.746020,1.687105,4.184645,zero 
8.836392,6.897606,8.584068,8.767217,7.843092,8.121980,7.460933,7.702720,7.537947,7.081746,4.518846,5.929250,4.575033,4.015725,3.193554,2.508454,5.267576,3.666870,2.215072,4.190686,zero 
7.664383,6.482077,7.223564,7.568691,6.950314,6.565463,6.791769,7.266593,7.219298,6.834287,3.021663,5.345175,2.617778,2.534533,1.920594,3.043074,3.085487,2.636704,1.605302,2.507569,zero 
8.301807,7.291340,7.199300,6.375532,8.325775,6.814285,7.586043,7.546287,6.125463,7.249056,2.344931,2.680971,1.667558,1.590410,2.647018,2.135668,2.699909,3.735965,1.271091,3.121379,zero 
8.063335,5.219252,6.417796,6.364807,7.047285,6.376883,6.952534,6.554487,5.547016,6.265400,2.972296,2.227695,2.133742,2.197886,2.389698,2.439138,3.055307,3.278210,1.094490,2.835005,zero 
7.777838,8.303032,8.356328,7.022614,8.035662,6.990772,8.346879,8.221460,6.968929,7.700512,2.998703,4.837664,2.214622,1.702510,2.911726,2.018134,3.988744,4.043495,1.702929,3.414732,zero 
9.187195,7.147895,8.065034,8.070708,8.084423,8.254204,7.845619,8.036194,7.945807,7.523905,3.114110,6.233044,2.407331,2.095324,2.717729,2.579335,4.444004,4.104140,1.474813,3.580807,zero 
7.616726,5.983655,6.668930,6.610178,6.328974,5.607044,6.519674,6.092994,5.392556,5.603277,3.203064,3.172702,2.089255,2.040921,2.698788,2.703604,3.510348,3.472906,1.096211,3.213913,zero 
8.816058,7.265611,7.010686,7.494029,7.332765,7.410567,7.304328,7.712665,6.810156,7.199402,3.512348,5.003696,2.455644,2.152471,2.653620,2.967639,4.414017,3.460482,1.483718,3.133323,zero 
8.978077,7.536121,7.523803,7.485729,7.486356,7.817425,8.313324,7.939633,7.195375,7.168221,2.945057,5.156751,2.402460,2.105030,2.038259,2.570995,3.752378,2.498570,1.343309,2.575852,zero 
7.956730,6.352629,7.185871,7.786455,7.057439,6.645889,6.506984,6.817675,7.292841,6.462106,3.395768,4.944875,3.275930,3.316355,3.246530,3.229155,4.877324,4.084928,1.761289,4.249451,zero 
8.184488,6.572592,7.073306,6.609129,7.134455,6.049285,7.032603,6.648674,5.388127,6.253183,2.975983,2.639753,2.271406,2.091565,1.843352,2.747801,3.543048,2.625062,1.098106,2.229340,zero 
8.918434,8.810375,8.287246,7.834430,8.634255,7.908188,7.840651,8.782927,7.140621,7.936023,2.124143,4.178620,1.796852,1.741349,2.485737,2.027524,2.341008,3.628585,1.668579,2.878875,zero 
8.624342,7.833751,7.176129,7.089461,7.473933,7.085021,7.757614,8.044456,6.608367,7.581832,3.051356,4.091118,1.973048,1.616788,2.900035,2.513208,2.832366,4.247131,1.291590,3.855703,zero 
8.121009,7.581787,7.617872,8.325121,7.850479,6.949623,6.756046,8.109560,6.666684,7.356103,3.317982,4.941638,2.757108,2.452796,2.677195,3.062325,4.630276,3.134139,1.430381,3.260563,zero 
9.119671,6.673396,8.486376,8.078274,8.101700,7.995888,7.680030,8.069577,8.066215,7.303365,4.626072,6.549916,2.681557,2.679418,3.589395,3.624904,5.220798,4.790961,2.415206,4.937843,zero 
8.201826,6.888383,6.346400,7.087120,7.050660,6.816404,6.153391,7.314286,5.862967,6.863136,2.957989,4.051224,2.121639,2.022393,2.481702,2.384601,2.865347,3.468742,1.554154,2.796151,zero 
7.900244,7.618561,7.663679,7.780620,7.623230,6.904084,7.513076,7.993247,6.760594,7.495167,3.205494,5.510040,2.105120,1.925871,2.643874,3.134446,3.929519,3.127112,1.394325,2.584457,zero 
8.595554,9.452015,8.789580,8.716893,8.973782,8.497127,8.667087,9.710310,7.697662,8.762753,2.329613,6.107545,2.371815,1.910061,2.511763,2.687902,3.874487,2.794647,1.466744,2.493740,zero 
7.525317,7.021339,6.719456,6.221848,7.118507,6.875712,7.631123,7.229043,7.028738,7.021261,1.820377,4.363371,1.471038,1.506254,3.063021,2.096737,2.931884,3.817100,1.619547,3.204707,zero 
8.717219,7.837192,7.896112,7.959803,8.514527,7.418417,8.431176,7.984411,6.120930,7.388329,3.006903,2.711726,2.713479,2.454820,1.946398,2.092251,3.049895,3.207900,1.475930,3.254089,zero 
7.869282,7.208365,7.374045,7.438689,7.937064,7.495435,7.997621,7.895646,6.566816,7.453519,3.037384,3.888093,2.565209,2.457682,3.029328,2.220250,2.760366,4.084177,1.602141,3.510133,zero 
7.968539,5.646038,6.752661,7.058355,6.525541,5.939014,6.721794,6.278148,5.772847,6.189183,3.095477,2.514367,2.012279,1.945226,2.367216,2.544577,2.945592,3.062851,1.209378,3.014674,zero 
9.095158,8.076756,7.731329,7.081192,8.251420,7.588719,7.661042,8.533013,6.670583,7.829890,2.643615,4.976293,2.373264,1.753294,2.315288,2.501746,4.295600,2.817668,1.520549,2.759981,zero 
9.736347,8.178553,8.538974,8.028541,8.666880,7.993093,7.727384,8.213597,8.196873,7.479964,3.407091,4.483587,1.994106,2.051992,2.762308,2.333534,3.760666,4.185897,2.032306,4.422047,zero 
7.889082,6.458036,7.102572,7.121207,7.488077,6.504770,7.144514,7.075735,5.585542,6.489726,3.611199,4.091413,3.081362,2.145631,2.308317,2.594059,4.551764,2.697649,1.251465,2.881613,zero 
7.713845,6.347753,6.753488,6.288969,6.196792,5.854850,6.478016,7.113412,6.097632,6.016000,2.867535,4.443033,2.341416,2.099120,2.719904,2.168008,2.886580,2.995470,1.343733,2.766535,zero 
8.102251,6.697015,6.774679,5.980307,7.166962,6.219411,7.161857,7.065437,5.210050,6.307467,2.641272,3.086895,2.065303,1.778395,2.241322,2.228024,3.262612,2.716114,1.135097,2.496098,zero 
9.072552,7.349822,8.201936,7.904769,7.887699,7.550558,7.059043,8.091066,7.234514,7.578147,3.014229,5.950210,2.778354,2.663921,2.745205,3.208736,4.257853,2.938694,1.828357,3.133903,zero 
9.075933,8.724613,9.313105,8.541716,9.562853,8.974598,8.239519,9.002675,9.195026,8.777773,3.738982,6.542031,2.316265,2.213330,3.254614,2.480636,4.904049,4.332962,2.213534,4.436719,zero 
8.354239,6.053474,6.364482,7.400522,7.259849,7.180208,7.143245,7.185002,6.242456,7.266802,2.484595,2.946254,1.325917,1.625050,2.565943,2.371903,3.061424,3.717460,1.197154,3.055377,zero 
7.697481,5.355627,6.433404,6.448448,6.731119,5.670539,6.125709,5.852726,5.605231,5.929647,3.263980,2.664430,2.257358,2.385991,2.235624,3.040291,4.155166,2.508241,1.386487,2.599955,zero 
8.811230,7.014953,7.359715,7.376379,8.002955,7.135900,7.353343,7.817784,5.582964,7.123869,2.903163,2.936446,2.470817,2.111798,2.573779,2.248217,3.654211,2.999661,1.453524,2.960059,zero 
8.367006,8.061656,8.396067,7.540834,7.975881,7.809119,8.381248,8.564325,7.412710,7.782254,3.228224,5.608549,2.924868,2.599451,3.123260,2.046000,3.878257,3.316015,1.678613,2.987567,zero 
7.912901,6.330272,6.828043,7.566675,7.792705,7.024782,6.844820,8.080205,7.315329,7.883822,2.960538,5.650009,2.506141,2.677680,2.743106,3.657892,4.621846,3.257785,1.658985,3.304202,zero 
8.440266,7.201773,8.480860,9.150004,8.050368,8.820613,8.563822,8.016298,8.881517,7.749755,3.290024,7.286510,2.759437,3.360042,4.050681,3.075090,4.221996,4.575737,2.171636,4.631282,zero 
8.454172,5.203373,6.811122,6.840208,6.342036,5.803200,5.867743,6.289805,6.292347,5.609104,2.588367,2.917809,1.844622,2.025881,2.138073,2.397336,2.350221,2.767258,1.541268,2.463504,zero 
8.061165,7.478280,7.951187,7.399460,8.383224,7.694779,8.365865,8.562970,7.510466,8.227147,3.520231,6.242337,2.303245,2.396992,3.447538,2.966734,4.296742,4.247514,1.912165,3.940510,zero 
8.536669,6.988096,7.493155,6.843771,7.986016,6.438203,6.971015,7.353278,6.174922,6.865626,1.995362,2.183356,2.016962,1.783207,2.067420,1.725079,2.828039,2.823042,1.115515,2.718253,zero 
8.017573,7.143675,7.179925,8.020813,7.876066,6.759261,6.950126,8.032321,6.711590,7.344039,3.063585,4.258832,3.179996,2.770521,2.569018,2.741228,3.335050,3.602140,1.502010,3.485972,zero 
8.340540,6.846853,6.903550,7.783225,7.790109,6.939129,7.068803,7.924303,6.134516,7.362897,3.218094,2.969534,2.373557,1.969010,2.436975,2.535819,3.927150,3.323561,1.352001,3.237585,zero 
8.926523,8.802290,7.991198,7.623477,7.401428,7.541125,7.343776,7.678775,7.228131,6.550392,2.449365,4.055160,2.212051,1.727644,1.896289,2.231129,3.433118,2.473072,1.356843,2.291451,zero 
8.380845,6.983610,6.738065,6.254319,7.702516,6.723787,6.972199,7.578591,5.696025,7.053071,2.406652,2.908807,1.669120,1.674376,2.446499,2.161815,2.683213,3.306499,1.295782,2.874261,zero 
8.365676,6.806194,6.003626,6.733602,6.338544,6.165775,6.261054,6.593154,5.902098,6.029567,2.466540,2.737292,2.237795,1.928661,2.195657,2.889172,2.492298,3.054392,1.291750,2.728716,zero 
8.463639,5.428377,6.917542,6.365330,6.836132,6.238250,6.650227,6.956232,6.688967,6.342463,3.667497,4.085314,2.526927,2.620619,2.494470,2.784804,3.855726,3.546927,1.404565,3.307096,zero 
8.186342,6.264538,7.124528,7.531800,7.542918,6.856690,7.459514,7.342501,6.650349,7.025496,3.220173,2.962063,2.161554,1.947489,2.740760,2.482535,3.893704,3.709996,1.066413,3.613329,zero 
7.934239,6.342006,6.932950,7.489039,7.352541,6.486873,6.783707,7.127282,6.539271,6.972117,3.135170,3.548352,1.897874,1.931240,2.995253,2.920108,3.491978,4.230292,1.072034,3.739877,zero 
7.662137,6.054776,6.609568,7.769252,7.000628,6.370399,6.362101,6.918566,6.280196,6.648817,3.679417,4.642776,3.246278,2.483401,2.371226,3.273591,4.572657,2.301495,1.377329,2.474502,zero 
8.545676,6.348687,6.556242,6.676958,6.506958,6.308729,6.469037,6.633976,6.060522,6.322642,2.645191,3.173253,1.929943,1.784439,2.264156,2.642177,3.293113,3.448105,1.242324,3.019175,zero 
8.013845,6.992131,7.537357,6.450250,7.809762,6.628751,7.323841,7.764701,6.516846,7.079569,3.029684,4.332698,2.374609,1.670028,3.064088,1.899259,3.827051,3.519823,1.295857,3.455432,zero 
8.764210,7.926095,7.761187,7.348868,7.967705,7.472723,7.490334,7.703333,6.177085,6.905800,3.465546,4.070136,2.419411,2.022320,2.267669,2.179989,4.448911,2.654300,1.533164,2.672462,zero 
